iter	Passed	Remaining
2611	34764	231424
2612	34777	231409
2613	34789	231389
2614	34802	231370
2615	34814	231353
2616	34827	231333
2617	34839	231315
2618	34853	231302
2619	34865	231285
2620	34878	231269
2621	34891	231249
2622	34904	231236
2623	34917	231221
2624	34929	231202
2625	34942	231184
2626	34955	231167
2627	34968	231155
2628	34980	231134
2629	34993	231118
2630	35005	231096
2631	35017	231075
2632	35030	231054
2633	35042	231035
2634	35054	231013
2635	35066	230992
2636	35079	230974
2637	35091	230952
2638	35103	230929
2639	35115	230910
2640	35127	230886
2641	35139	230864
2642	35151	230843
2643	35163	230822
2644	35175	230800
2645	35187	230778
2646	35199	230757
2647	35211	230736
2648	35223	230716
2649	35235	230695
2650	35247	230674
2651	35260	230655
2652	35272	230634
2653	35284	230612
2654	35296	230591
2655	35308	230571
2656	35322	230558
2657	35334	230538
2658	35346	230519
2659	35359	230499
2660	35372	230486
2661	35384	230464
2662	35396	230444
2663	35409	230428
2664	35421	230407
2665	35434	230391
2666	35448	230381
2667	35461	230369
2668	35475	230355
2669	35487	230336
2670	35499	230315
2671	35512	230298
2672	35524	230276
2673	35536	230255
2674	35549	230238
2675	35561	230222
2676	35575	230208
2677	35588	230193
2678	35602	230186
2679	35615	230174
2680	35628	230158
2681	35642	230146
2682	35655	230130
2683	35667	230110
2684	35679	230092
2685	35691	230069
2686	35704	230053
2687	35717	230040
2688	35729	230018
2689	35743	230008
2690	35758	230002
2691	35770	229986
2692	35783	229967
2693	35796	229950
2694	35808	229933
2695	35821	229916
2696	35834	229902
2697	35848	229891
2698	35861	229879
2699	35875	229866
2700	35888	229851
2701	35901	229838
2702	35914	229824
2703	35927	229809
2704	35940	229792
2705	35952	229774
2706	35966	229763
2707	35979	229748
2708	35992	229734
2709	36006	229723
2710	36019	229709
2711	36032	229694
2712	36045	229679
2713	36058	229664
2714	36072	229654
2715	36088	229657
2716	36101	229641
2717	36114	229630
2718	36127	229616
2719	36140	229600
2720	36153	229585
2721	36167	229575
2722	36180	229559
2723	36194	229553
2724	36209	229545
2725	36223	229537
2726	36237	229532
2727	36251	229520
2728	36263	229502
2729	36276	229486
2730	36289	229472
2731	36302	229453
2732	36315	229440
2733	36328	229425
2734	36341	229408
2735	36354	229395
2736	36367	229381
2737	36381	229368
2738	36394	229352
2739	36407	229340
2740	36420	229327
2741	36434	229315
2742	36447	229300
2743	36460	229288
2744	36474	229279
2745	36487	229262
2746	36500	229245
2747	36512	229228
2748	36525	229213
2749	36539	229202
2750	36553	229191
2751	36567	229185
2752	36580	229167
2753	36593	229153
2754	36606	229137
2755	36619	229121
2756	36631	229105
2757	36645	229092
2758	36657	229075
2759	36670	229057
2760	36683	229042
2761	36696	229026
2762	36709	229011
2763	36722	228997
2764	36735	228983
2765	36748	228967
2766	36762	228958
2767	36777	228956
2768	36791	228946
2769	36804	228929
2770	36817	228915
2771	36830	228899
2772	36843	228884
2773	36855	228866
2774	36869	228854
2775	36882	228840
2776	36894	228820
2777	36908	228808
2778	36921	228795
2779	36933	228776
2780	36946	228761
2781	36959	228742
2782	36971	228724
2783	36983	228702
2784	36995	228681
2785	37008	228667
2786	37021	228651
2787	37033	228633
2788	37047	228619
2789	37059	228601
2790	37073	228590
2791	37086	228576
2792	37099	228561
2793	37112	228547
2794	37125	228532
2795	37139	228522
2796	37152	228508
2797	37165	228493
2798	37178	228477
2799	37191	228460
2800	37204	228445
2801	37217	228428
2802	37229	228411
2803	37243	228400
2804	37255	228383
2805	37269	228371
2806	37282	228354
2807	37295	228341
2808	37308	228325
2809	37321	228309
2810	37333	228292
2811	37346	228277
2812	37359	228260
2813	37372	228247
2814	37385	228233
2815	37399	228219
2816	37412	228205
2817	37425	228190
2818	37438	228175
2819	37451	228160
2820	37463	228143
2821	37476	228127
2822	37489	228111
2823	37502	228095
2824	37515	228079
2825	37527	228062
2826	37540	228047
2827	37553	228031
2828	37566	228016
2829	37579	228002
2830	37592	227986
2831	37604	227966
2832	37617	227947
2833	37629	227929
2834	37642	227912
2835	37655	227895
2836	37667	227878
2837	37680	227859
2838	37693	227844
2839	37707	227840
2840	37721	227830
2841	37734	227812
2842	37747	227796
2843	37760	227786
2844	37773	227770
2845	37786	227756
2846	37799	227737
2847	37811	227721
2848	37824	227702
2849	37836	227684
2850	37849	227667
2851	37862	227653
2852	37875	227638
2853	37888	227621
2854	37900	227603
2855	37913	227585
2856	37925	227568
2857	37938	227553
2858	37951	227536
2859	37964	227520
2860	37977	227505
2861	37992	227502
2862	38004	227485
2863	38017	227467
2864	38030	227453
2865	38043	227435
2866	38055	227419
2867	38068	227403
2868	38081	227386
2869	38093	227367
2870	38106	227349
2871	38118	227330
2872	38131	227313
2873	38143	227297
2874	38156	227281
2875	38169	227264
2876	38182	227250
2877	38195	227232
2878	38208	227218
2879	38220	227200
2880	38233	227184
2881	38246	227168
2882	38261	227167
2883	38274	227153
2884	38287	227136
2885	38300	227120
2886	38313	227105
2887	38326	227092
2888	38339	227077
2889	38352	227062
2890	38365	227047
2891	38377	227029
2892	38390	227013
2893	38405	227006
2894	38418	226995
2895	38433	226988
2896	38445	226972
2897	38458	226956
2898	38470	226937
2899	38483	226921
2900	38496	226905
2901	38510	226896
2902	38523	226879
2903	38538	226877
2904	38551	226863
2905	38564	226846
2906	38576	226829
2907	38589	226812
2908	38602	226798
2909	38615	226782
2910	38628	226768
2911	38641	226755
2912	38654	226736
2913	38666	226719
2914	38679	226703
2915	38691	226682
2916	38704	226666
2917	38716	226648
2918	38729	226629
2919	38741	226609
2920	38753	226588
2921	38766	226573
2922	38778	226555
2923	38790	226537
2924	38803	226517
2925	38817	226508
2926	38830	226494
2927	38842	226476
2928	38855	226457
2929	38867	226437
2930	38879	226420
2931	38892	226406
2932	38905	226386
2933	38919	226379
2934	38935	226382
2935	38948	226369
2936	38963	226363
2937	38976	226351
2938	38989	226337
2939	39003	226324
2940	39016	226309
2941	39030	226302
2942	39043	226289
2943	39056	226274
2944	39068	226254
2945	39081	226236
2946	39093	226217
2947	39129	226335
2948	39146	226345
2949	39174	226414
2950	39191	226424
2951	39207	226425
2952	39221	226414
2953	39242	226450
2954	39262	226475
2955	39280	226487
2956	39293	226472
2957	39308	226469
2958	39322	226460
2959	39337	226456
2960	39352	226451
2961	39364	226434
2962	39392	226503
2963	39413	226536
2964	39427	226522
2965	39444	226534
2966	39466	226569
2967	39482	226573
2968	39495	226556
2969	39508	226544
2970	39521	226527
2971	39534	226512
2972	39547	226494
2973	39560	226479
2974	39572	226463
2975	39585	226446
2976	39598	226431
2977	39611	226415
2978	39627	226418
2979	39645	226429
2980	39658	226418
2981	39672	226407
2982	39713	226551
2983	39726	226536
2984	39738	226516
2985	39754	226515
2986	39766	226497
2987	39778	226478
2988	39795	226482
2989	39811	226488
2990	39824	226473
2991	39837	226454
2992	39849	226436
2993	39864	226433
2994	39877	226414
2995	39889	226394
2996	39901	226374
2997	39913	226354
2998	39926	226338
2999	39938	226320
3000	39950	226299
3001	39963	226279
3002	39975	226259
3003	39988	226247
3004	40000	226227
3005	40013	226208
3006	40025	226189
3007	40045	226212
3008	40060	226209
3009	40076	226211
3010	40088	226191
3011	40100	226172
3012	40113	226154
3013	40125	226136
3014	40137	226117
3015	40150	226098
3016	40162	226078
3017	40174	226059
3018	40187	226041
3019	40199	226023
3020	40211	226002
3021	40223	225981
3022	40236	225963
3023	40249	225950
3024	40263	225940
3025	40276	225926
3026	40289	225910
3027	40302	225897
3028	40316	225884
3029	40329	225871
3030	40342	225856
3031	40355	225841
3032	40367	225823
3033	40380	225805
3034	40393	225790
3035	40408	225786
3036	40420	225767
3037	40432	225746
3038	40446	225735
3039	40458	225717
3040	40471	225699
3041	40483	225682
3042	40496	225664
3043	40509	225647
3044	40521	225629
3045	40534	225612
3046	40546	225593
3047	40558	225575
3048	40571	225556
3049	40585	225549
3050	40598	225531
3051	40610	225514
3052	40622	225495
3053	40635	225477
3054	40649	225466
3055	40662	225453
3056	40674	225432
3057	40686	225413
3058	40699	225394
3059	40711	225376
3060	40724	225359
3061	40736	225341
3062	40748	225323
3063	40761	225304
3064	40774	225292
3065	40787	225277
3066	40800	225260
3067	40813	225243
3068	40825	225224
3069	40837	225207
3070	40850	225188
3071	40862	225168
3072	40875	225152
3073	40889	225146
3074	40902	225128
3075	40914	225110
3076	40927	225092
3077	40939	225075
3078	40952	225059
3079	40964	225040
3080	40977	225022
3081	40989	225005
3082	41002	224988
3083	41014	224970
3084	41027	224953
3085	41039	224935
3086	41052	224919
3087	41068	224917
3088	41081	224904
3089	41094	224887
3090	41106	224867
3091	41118	224850
3092	41130	224830
3093	41143	224810
3094	41155	224793
3095	41168	224777
3096	41181	224760
3097	41193	224742
3098	41205	224723
3099	41218	224708
3100	41231	224691
3101	41244	224674
3102	41256	224658
3103	41269	224640
3104	41282	224624
3105	41294	224608
3106	41307	224592
3107	41320	224574
3108	41332	224556
3109	41344	224538
3110	41357	224522
3111	41369	224503
3112	41382	224484
3113	41394	224467
3114	41407	224448
3115	41419	224429
3116	41432	224413
3117	41444	224396
3118	41456	224377
3119	41469	224358
3120	41481	224342
3121	41493	224321
3122	41506	224302
3123	41519	224289
3124	41532	224274
3125	41544	224256
3126	41556	224236
3127	41568	224216
3128	41580	224195
3129	41592	224176
3130	41605	224157
3131	41617	224138
3132	41629	224119
3133	41641	224101
3134	41654	224085
3135	41667	224068
3136	41679	224050
3137	41692	224033
3138	41704	224014
3139	41717	223997
3140	41730	223982
3141	41742	223964
3142	41755	223947
3143	41767	223931
3144	41780	223913
3145	41792	223895
3146	41805	223877
3147	41817	223859
3148	41829	223840
3149	41842	223823
3150	41854	223803
3151	41866	223785
3152	41878	223765
3153	41891	223748
3154	41906	223745
3155	41919	223727
3156	41931	223709
3157	41943	223689
3158	41955	223670
3159	41967	223650
3160	41979	223631
3161	41992	223612
3162	42004	223594
3163	42016	223575
3164	42029	223557
3165	42041	223540
3166	42053	223521
3167	42066	223503
3168	42078	223485
3169	42090	223467
3170	42103	223447
3171	42115	223427
3172	42127	223408
3173	42139	223388
3174	42151	223368
3175	42163	223349
3176	42175	223330
3177	42187	223309
3178	42200	223292
3179	42212	223275
3180	42227	223269
3181	42239	223251
3182	42251	223233
3183	42264	223216
3184	42276	223198
3185	42289	223180
3186	42303	223169
3187	42316	223154
3188	42328	223135
3189	42340	223117
3190	42352	223099
3191	42365	223080
3192	42377	223062
3193	42389	223043
3194	42402	223025
3195	42414	223007
3196	42426	222989
3197	42439	222971
3198	42451	222954
3199	42463	222935
3200	42475	222915
3201	42488	222897
3202	42502	222891
3203	42516	222878
3204	42528	222860
3205	42541	222844
3206	42553	222826
3207	42566	222808
3208	42578	222790
3209	42591	222773
3210	42603	222757
3211	42616	222739
3212	42628	222722
3213	42641	222707
3214	42654	222690
3215	42667	222676
3216	42680	222661
3217	42693	222649
3218	42707	222641
3219	42720	222623
3220	42732	222605
3221	42744	222586
3222	42757	222571
3223	42770	222553
3224	42783	222539
3225	42796	222524
3226	42808	222506
3227	42821	222490
3228	42833	222472
3229	42846	222455
3230	42858	222437
3231	42870	222419
3232	42883	222401
3233	42896	222386
3234	42908	222369
3235	42921	222354
3236	42933	222335
3237	42946	222319
3238	42959	222306
3239	42972	222287
3240	42984	222269
3241	42996	222252
3242	43009	222235
3243	43021	222218
3244	43034	222199
3245	43046	222179
3246	43058	222159
3247	43070	222141
3248	43083	222125
3249	43095	222109
3250	43108	222092
3251	43121	222076
3252	43133	222058
3253	43146	222041
3254	43158	222023
3255	43170	222005
3256	43183	221987
3257	43195	221969
3258	43207	221952
3259	43219	221933
3260	43232	221914
3261	43245	221899
3262	43257	221884
3263	43270	221865
3264	43282	221847
3265	43294	221829
3266	43306	221810
3267	43319	221792
3268	43331	221775
3269	43344	221760
3270	43358	221747
3271	43370	221728
3272	43382	221711
3273	43395	221694
3274	43407	221677
3275	43419	221657
3276	43432	221640
3277	43444	221622
3278	43457	221605
3279	43469	221587
3280	43481	221569
3281	43493	221551
3282	43505	221531
3283	43518	221512
3284	43530	221493
3285	43542	221474
3286	43554	221455
3287	43568	221444
3288	43580	221424
3289	43592	221406
3290	43604	221386
3291	43616	221369
3292	43628	221351
3293	43641	221331
3294	43653	221316
3295	43666	221298
3296	43678	221279
3297	43690	221261
3298	43702	221242
3299	43715	221226
3300	43727	221207
3301	43739	221189
3302	43752	221171
3303	43764	221153
3304	43777	221136
3305	43789	221118
3306	43801	221101
3307	43814	221083
3308	43827	221071
3309	43839	221053
3310	43852	221035
3311	43867	221030
3312	43879	221013
3313	43891	220995
3314	43904	220977
3315	43916	220959
3316	43928	220940
3317	43940	220920
3318	43952	220901
3319	43964	220882
3320	43976	220864
3321	43989	220847
3322	44001	220828
3323	44013	220810
3324	44025	220790
3325	44037	220771
3326	44049	220752
3327	44062	220734
3328	44074	220715
3329	44086	220697
3330	44099	220680
3331	44110	220659
3332	44123	220641
3333	44135	220622
3334	44147	220604
3335	44159	220586
3336	44171	220567
3337	44184	220551
3338	44196	220533
3339	44209	220516
3340	44221	220498
3341	44233	220480
3342	44245	220461
3343	44258	220447
3344	44271	220430
3345	44283	220412
3346	44295	220394
3347	44308	220379
3348	44322	220370
3349	44335	220353
3350	44348	220337
3351	44360	220319
3352	44372	220300
3353	44384	220281
3354	44396	220264
3355	44409	220246
3356	44421	220228
3357	44434	220211
3358	44446	220193
3359	44458	220177
3360	44471	220161
3361	44483	220143
3362	44496	220125
3363	44508	220108
3364	44522	220096
3365	44535	220083
3366	44547	220065
3367	44559	220047
3368	44572	220029
3369	44584	220014
3370	44597	219998
3371	44610	219982
3372	44622	219965
3373	44635	219950
3374	44648	219935
3375	44661	219920
3376	44674	219904
3377	44686	219888
3378	44699	219872
3379	44712	219857
3380	44725	219842
3381	44737	219826
3382	44750	219812
3383	44764	219800
3384	44777	219788
3385	44790	219771
3386	44803	219760
3387	44816	219745
3388	44829	219729
3389	44841	219711
3390	44854	219695
3391	44867	219679
3392	44879	219662
3393	44892	219648
3394	44905	219632
3395	44917	219616
3396	44930	219600
3397	44943	219584
3398	44956	219571
3399	44968	219552
3400	44981	219536
3401	44993	219520
3402	45006	219502
3403	45019	219491
3404	45033	219478
3405	45045	219462
3406	45058	219446
3407	45071	219430
3408	45083	219413
3409	45095	219396
3410	45108	219379
3411	45121	219363
3412	45133	219348
3413	45146	219330
3414	45158	219312
3415	45171	219296
3416	45183	219278
3417	45195	219261
3418	45208	219245
3419	45221	219230
3420	45234	219215
3421	45246	219197
3422	45258	219181
3423	45271	219165
3424	45284	219150
3425	45297	219134
3426	45309	219118
3427	45322	219102
3428	45335	219088
3429	45348	219075
3430	45361	219061
3431	45374	219043
3432	45388	219036
3433	45401	219024
3434	45414	219007
3435	45427	218993
3436	45439	218975
3437	45452	218957
3438	45464	218938
3439	45476	218921
3440	45490	218910
3441	45502	218892
3442	45514	218875
3443	45527	218858
3444	45539	218842
3445	45552	218826
3446	45564	218809
3447	45577	218791
3448	45589	218772
3449	45601	218754
3450	45613	218736
3451	45626	218719
3452	45638	218702
3453	45651	218687
3454	45664	218672
3455	45676	218654
3456	45688	218636
3457	45701	218619
3458	45713	218603
3459	45727	218590
3460	45739	218572
3461	45752	218560
3462	45765	218545
3463	45778	218529
3464	45791	218515
3465	45803	218499
3466	45816	218483
3467	45828	218465
3468	45841	218448
3469	45853	218431
3470	45865	218415
3471	45878	218399
3472	45891	218383
3473	45903	218366
3474	45916	218348
3475	45928	218333
3476	45941	218315
3477	45953	218298
3478	45966	218283
3479	45978	218265
3480	45991	218250
3481	46003	218234
3482	46016	218218
3483	46028	218201
3484	46041	218185
3485	46054	218169
3486	46066	218151
3487	46079	218135
3488	46091	218119
3489	46104	218104
3490	46117	218088
3491	46129	218071
3492	46141	218054
3493	46154	218038
3494	46166	218021
3495	46179	218004
3496	46192	217988
3497	46204	217972
3498	46217	217956
3499	46229	217940
3500	46242	217926
3501	46255	217911
3502	46268	217895
3503	46280	217879
3504	46293	217864
3505	46306	217849
3506	46321	217843
3507	46334	217828
3508	46346	217813
3509	46360	217800
3510	46372	217785
3511	46388	217782
3512	46403	217776
3513	46417	217769
3514	46432	217762
3515	46446	217756
3516	46461	217749
3517	46476	217744
3518	46490	217736
3519	46503	217722
3520	46516	217705
3521	46528	217689
3522	46541	217674
3523	46554	217658
3524	46566	217642
3525	46579	217627
3526	46593	217615
3527	46606	217601
3528	46619	217587
3529	46632	217574
3530	46646	217566
3531	46659	217549
3532	46672	217535
3533	46685	217522
3534	46698	217506
3535	46711	217492
3536	46723	217475
3537	46736	217459
3538	46749	217446
3539	46762	217430
3540	46774	217414
3541	46787	217398
3542	46799	217381
3543	46812	217365
3544	46825	217351
3545	46838	217336
3546	46850	217321
3547	46864	217307
3548	46877	217294
3549	46890	217281
3550	46903	217267
3551	46916	217252
3552	46928	217235
3553	46941	217220
3554	46954	217206
3555	46967	217192
3556	46982	217186
3557	46995	217170
3558	47007	217154
3559	47020	217139
3560	47033	217125
3561	47046	217112
3562	47059	217095
3563	47072	217081
3564	47084	217066
3565	47097	217051
3566	47110	217035
3567	47123	217020
3568	47135	217005
3569	47148	216990
3570	47161	216975
3571	47174	216959
3572	47188	216950
3573	47201	216936
3574	47214	216922
3575	47227	216908
3576	47240	216894
3577	47253	216880
3578	47266	216866
3579	47278	216847
3580	47291	216830
3581	47303	216815
3582	47316	216799
3583	47328	216783
3584	47341	216768
3585	47353	216750
3586	47366	216734
3587	47379	216719
3588	47391	216703
3589	47404	216685
3590	47416	216668
3591	47428	216652
3592	47441	216634
3593	47453	216618
3594	47466	216605
3595	47479	216590
3596	47493	216578
3597	47508	216573
3598	47521	216559
3599	47533	216543
3600	47546	216525
3601	47558	216509
3602	47571	216492
3603	47583	216476
3604	47596	216460
3605	47608	216442
3606	47621	216427
3607	47633	216409
3608	47646	216394
3609	47658	216377
3610	47670	216359
3611	47683	216344
3612	47695	216327
3613	47707	216308
3614	47720	216292
3615	47733	216277
3616	47746	216263
3617	47758	216247
3618	47771	216231
3619	47783	216214
3620	47796	216201
3621	47809	216186
3622	47822	216173
3623	47835	216155
3624	47847	216138
3625	47859	216121
3626	47872	216106
3627	47885	216092
3628	47898	216077
3629	47912	216067
3630	47925	216052
3631	47937	216037
3632	47951	216024
3633	47964	216010
3634	47977	215996
3635	47990	215982
3636	48002	215966
3637	48016	215954
3638	48029	215939
3639	48084	216114
3640	48105	216138
3641	48127	216166
3642	48140	216150
3643	48158	216156
3644	48175	216163
3645	48191	216162
3646	48204	216145
3647	48224	216165
3648	48237	216148
3649	48249	216132
3650	48262	216117
3651	48280	216123
3652	48293	216112
3653	48307	216100
3654	48339	216171
3655	48355	216169
3656	48368	216156
3657	48385	216160
3658	48398	216146
3659	48411	216131
3660	48425	216120
3661	48442	216127
3662	48455	216112
3663	48470	216107
3664	48485	216101
3665	48498	216085
3666	48510	216069
3667	48523	216055
3668	48536	216040
3669	48570	216120
3670	48583	216105
3671	48597	216093
3672	48610	216078
3673	48623	216064
3674	48636	216050
3675	48648	216033
3676	48664	216034
3677	48678	216023
3678	48693	216018
3679	48706	216003
3680	48720	215991
3681	48732	215973
3682	48744	215956
3683	48757	215940
3684	48769	215922
3685	48781	215905
3686	48794	215887
3687	48806	215871
3688	48821	215867
3689	48833	215848
3690	48846	215833
3691	48859	215816
3692	48872	215804
3693	48885	215787
3694	48900	215784
3695	48912	215766
3696	48925	215750
3697	48951	215794
3698	48967	215793
3699	48979	215776
3700	48991	215757
3701	49004	215740
3702	49019	215734
3703	49032	215719
3704	49044	215703
3705	49059	215696
3706	49071	215677
3707	49083	215660
3708	49095	215642
3709	49109	215632
3710	49122	215615
3711	49134	215598
3712	49147	215582
3713	49159	215565
3714	49175	215564
3715	49188	215551
3716	49201	215535
3717	49213	215518
3718	49225	215500
3719	49238	215486
3720	49250	215467
3721	49262	215448
3722	49275	215434
3723	49291	215430
3724	49307	215430
3725	49324	215433
3726	49336	215416
3727	49349	215400
3728	49362	215384
3729	49374	215368
3730	49386	215350
3731	49399	215336
3732	49412	215320
3733	49433	215339
3734	49445	215323
3735	49458	215307
3736	49470	215289
3737	49482	215272
3738	49495	215255
3739	49507	215237
3740	49520	215225
3741	49533	215208
3742	49545	215192
3743	49558	215176
3744	49571	215162
3745	49584	215147
3746	49597	215133
3747	49609	215115
3748	49622	215100
3749	49634	215081
3750	49646	215063
3751	49658	215046
3752	49670	215026
3753	49682	215007
3754	49694	214990
3755	49706	214973
3756	49719	214955
3757	49731	214938
3758	49743	214918
3759	49755	214900
3760	49767	214882
3761	49783	214883
3762	49798	214876
3763	49810	214859
3764	49823	214841
3765	49835	214824
3766	49847	214807
3767	49860	214792
3768	49873	214775
3769	49885	214759
3770	49897	214742
3771	49910	214725
3772	49923	214712
3773	49935	214694
3774	49949	214681
3775	49961	214663
3776	49973	214646
3777	49985	214629
3778	49998	214614
3779	50011	214600
3780	50024	214584
3781	50040	214584
3782	50052	214566
3783	50064	214548
3784	50077	214532
3785	50089	214515
3786	50102	214498
3787	50114	214483
3788	50127	214467
3789	50141	214458
3790	50155	214445
3791	50168	214433
3792	50182	214421
3793	50195	214409
3794	50208	214394
3795	50221	214381
3796	50235	214369
3797	50248	214357
3798	50261	214342
3799	50276	214336
3800	50289	214323
3801	50302	214310
3802	50315	214293
3803	50328	214279
3804	50341	214265
3805	50354	214252
3806	50367	214237
3807	50380	214221
3808	50392	214205
3809	50406	214194
3810	50419	214180
3811	50432	214167
3812	50445	214152
3813	50459	214140
3814	50472	214126
3815	50484	214110
3816	50498	214098
3817	50511	214086
3818	50525	214073
3819	50537	214057
3820	50550	214040
3821	50562	214024
3822	50574	214007
3823	50587	213992
3824	50601	213982
3825	50615	213969
3826	50627	213953
3827	50640	213938
3828	50652	213921
3829	50665	213907
3830	50678	213890
3831	50690	213874
3832	50703	213859
3833	50716	213845
3834	50728	213828
3835	50744	213823
3836	50756	213806
3837	50768	213789
3838	50781	213773
3839	50794	213759
3840	50807	213745
3841	50820	213730
3842	50832	213714
3843	50845	213698
3844	50858	213683
3845	50870	213666
3846	50882	213650
3847	50895	213635
3848	50908	213619
3849	50921	213605
3850	50933	213588
3851	50946	213575
3852	50959	213559
3853	50971	213542
3854	50984	213526
3855	50997	213511
3856	51010	213497
3857	51023	213484
3858	51036	213470
3859	51049	213454
3860	51062	213441
3861	51075	213427
3862	51088	213411
3863	51100	213396
3864	51116	213394
3865	51129	213378
3866	51142	213363
3867	51154	213347
3868	51167	213331
3869	51179	213315
3870	51192	213299
3871	51205	213284
3872	51217	213268
3873	51230	213253
3874	51243	213238
3875	51256	213223
3876	51269	213209
3877	51281	213193
3878	51294	213178
3879	51307	213162
3880	51320	213149
3881	51333	213134
3882	51345	213119
3883	51358	213102
3884	51371	213088
3885	51384	213073
3886	51396	213056
3887	51409	213041
3888	51422	213028
3889	51435	213013
3890	51448	212998
3891	51460	212981
3892	51472	212964
3893	51485	212949
3894	51498	212933
3895	51511	212920
3896	51524	212905
3897	51536	212889
3898	51549	212874
3899	51562	212858
3900	51574	212842
3901	51587	212827
3902	51600	212812
3903	51612	212796
3904	51626	212785
3905	51641	212778
3906	51653	212762
3907	51666	212745
3908	51678	212729
3909	51691	212715
3910	51703	212698
3911	51716	212682
3912	51728	212665
3913	51741	212648
3914	51753	212632
3915	51766	212616
3916	51778	212601
3917	51791	212584
3918	51803	212569
3919	51816	212552
3920	51829	212539
3921	51844	212533
3922	51857	212518
3923	51869	212502
3924	51882	212488
3925	51895	212472
3926	51908	212458
3927	51922	212447
3928	51935	212432
3929	51948	212419
3930	51960	212403
3931	51973	212388
3932	51986	212372
3933	51998	212357
3934	52011	212343
3935	52024	212326
3936	52037	212311
3937	52050	212298
3938	52062	212282
3939	52076	212272
3940	52089	212258
3941	52103	212246
3942	52116	212231
3943	52129	212217
3944	52141	212202
3945	52154	212187
3946	52167	212172
3947	52181	212160
3948	52194	212147
3949	52206	212130
3950	52219	212114
3951	52231	212097
3952	52244	212083
3953	52256	212066
3954	52269	212049
3955	52281	212033
3956	52295	212022
3957	52308	212007
3958	52320	211993
3959	52333	211977
3960	52346	211962
3961	52358	211946
3962	52371	211931
3963	52384	211916
3964	52396	211899
3965	52409	211884
3966	52422	211868
3967	52434	211854
3968	52448	211840
3969	52460	211824
3970	52473	211809
3971	52486	211794
3972	52498	211778
3973	52510	211760
3974	52523	211744
3975	52535	211727
3976	52547	211711
3977	52560	211694
3978	52572	211677
3979	52584	211660
3980	52597	211645
3981	52609	211628
3982	52622	211611
3983	52634	211596
3984	52647	211581
3985	52660	211565
3986	52672	211549
3987	52685	211534
3988	52697	211518
3989	52710	211503
3990	52722	211486
3991	52735	211469
3992	52748	211454
3993	52760	211440
3994	52773	211424
3995	52785	211407
3996	52797	211389
3997	52810	211372
3998	52822	211355
3999	52834	211337
4000	52846	211320
4001	52858	211302
4002	52872	211290
4003	52885	211276
4004	52897	211260
4005	52909	211243
4006	52922	211227
4007	52934	211209
4008	52946	211193
4009	52959	211176
4010	52972	211161
4011	52984	211145
4012	52996	211128
4013	53009	211113
4014	53022	211098
4015	53034	211081
4016	53046	211063
4017	53058	211046
4018	53070	211027
4019	53082	211009
4020	53094	210992
4021	53107	210977
4022	53120	210962
4023	53132	210947
4024	53145	210932
4025	53158	210915
4026	53170	210897
4027	53182	210881
4028	53194	210864
4029	53208	210853
4030	53220	210835
4031	53232	210819
4032	53245	210803
4033	53257	210787
4034	53270	210769
4035	53282	210752
4036	53294	210734
4037	53306	210719
4038	53320	210709
4039	53334	210697
4040	53347	210682
4041	53360	210671
4042	53373	210654
4043	53385	210637
4044	53397	210620
4045	53409	210603
4046	53422	210588
4047	53435	210571
4048	53447	210554
4049	53459	210538
4050	53472	210522
4051	53484	210506
4052	53496	210489
4053	53509	210474
4054	53522	210460
4055	53534	210443
4056	53546	210425
4057	53558	210407
4058	53571	210391
4059	53583	210373
4060	53595	210356
4061	53607	210340
4062	53619	210322
4063	53632	210306
4064	53644	210289
4065	53656	210272
4066	53668	210255
4067	53681	210238
4068	53693	210220
4069	53705	210205
4070	53718	210189
4071	53730	210171
4072	53742	210155
4073	53755	210138
4074	53767	210120
4075	53779	210103
4076	53791	210086
4077	53804	210070
4078	53815	210051
4079	53827	210034
4080	53840	210017
4081	53852	210001
4082	53865	209986
4083	53877	209970
4084	53890	209955
4085	53902	209937
4086	53914	209920
4087	53926	209903
4088	53938	209885
4089	53951	209868
4090	53963	209850
4091	53975	209833
4092	53987	209816
4093	54000	209800
4094	54013	209790
4095	54026	209772
4096	54040	209763
4097	54052	209746
4098	54064	209729
4099	54076	209712
4100	54088	209695
4101	54101	209680
4102	54113	209662
4103	54125	209645
4104	54138	209628
4105	54150	209613
4106	54162	209594
4107	54175	209578
4108	54187	209561
4109	54199	209543
4110	54211	209525
4111	54223	209508
4112	54235	209490
4113	54246	209471
4114	54259	209455
4115	54271	209437
4116	54283	209421
4117	54295	209404
4118	54308	209387
4119	54321	209374
4120	54334	209360
4121	54347	209347
4122	54360	209333
4123	54373	209317
4124	54385	209303
4125	54398	209289
4126	54411	209274
4127	54424	209261
4128	54437	209246
4129	54450	209231
4130	54462	209214
4131	54475	209199
4132	54488	209187
4133	54501	209173
4134	54514	209157
4135	54526	209140
4136	54539	209127
4137	54551	209111
4138	54564	209095
4139	54576	209079
4140	54588	209061
4141	54601	209046
4142	54614	209030
4143	54626	209015
4144	54639	209000
4145	54651	208983
4146	54663	208967
4147	54676	208951
4148	54689	208937
4149	54701	208920
4150	54713	208903
4151	54726	208888
4152	54738	208872
4153	54751	208856
4154	54763	208840
4155	54776	208825
4156	54788	208809
4157	54801	208793
4158	54813	208776
4159	54825	208760
4160	54838	208744
4161	54850	208728
4162	54863	208713
4163	54876	208700
4164	54889	208683
