iter	Logloss
218	0.3114018323
219	0.3112905321
220	0.3112335518
221	0.3111662742
222	0.31099562
223	0.3108864326
224	0.3107751128
225	0.3107548714
226	0.3107525782
227	0.3106302436
228	0.3104956076
229	0.3102763485
230	0.3100573398
231	0.309900376
232	0.3097812495
233	0.3096975165
234	0.3095377054
235	0.3094443433
236	0.3092759428
237	0.3090908109
238	0.3089873652
239	0.3089274405
240	0.3088455655
241	0.3087264254
242	0.3086006811
243	0.3084047202
244	0.3083225994
245	0.3082775258
246	0.3080962094
247	0.3079605627
248	0.3078079749
249	0.3077134838
250	0.30758989
251	0.3074442632
252	0.3073492894
253	0.3072333453
254	0.3070944446
255	0.3069747865
256	0.3067562463
257	0.3067410841
258	0.3066925777
259	0.3065745938
260	0.3064472897
261	0.3063601673
262	0.3062743692
263	0.3061684654
264	0.3061161386
265	0.3060877548
266	0.3059741326
267	0.3057783778
268	0.3055570967
269	0.3054702918
270	0.30537083
271	0.3052571075
272	0.3051100772
273	0.3050183458
274	0.3048871504
275	0.3048265951
276	0.3047165897
277	0.3045362554
278	0.3043878029
279	0.3043569747
280	0.3042397839
281	0.304058371
282	0.3039782815
283	0.303895774
284	0.3037757523
285	0.3037023947
286	0.3036121647
287	0.3035037273
288	0.3033497535
289	0.3031711078
290	0.3029038831
291	0.3027495542
292	0.3025622437
293	0.3023636777
294	0.3021729055
295	0.302127797
296	0.3019270301
297	0.3017778948
298	0.3016131924
299	0.3014128722
300	0.3012839087
301	0.3010747426
302	0.3009812618
303	0.3007206667
304	0.3006083187
305	0.300411418
306	0.3002023033
307	0.3000646831
308	0.2998695709
309	0.2997608921
310	0.2995666706
311	0.299347502
312	0.2991590555
313	0.2989670151
314	0.2987787127
315	0.2985775199
316	0.298361175
317	0.2981455711
318	0.2979241142
319	0.2977731902
320	0.2975687273
321	0.2973825167
322	0.2971818958
323	0.2969906642
324	0.2968075466
325	0.296615882
326	0.2964214435
327	0.2962365058
328	0.2960603195
329	0.2958764417
330	0.29567759
331	0.29551224
332	0.2953197835
333	0.2950915226
334	0.2949290534
335	0.2947330673
336	0.2945500157
337	0.2943797896
338	0.2942030411
339	0.2940265547
340	0.2938291787
341	0.2936670005
342	0.2935094832
343	0.2933087181
344	0.2931491636
345	0.2929805329
346	0.2928065648
347	0.2926235465
348	0.2924363706
349	0.292270955
350	0.2921137909
351	0.2919567624
352	0.2918142341
353	0.2916586918
354	0.2915062878
355	0.291345844
356	0.2911996693
357	0.2910335824
358	0.2908896048
359	0.2907473303
360	0.2905676419
361	0.2904351206
362	0.2902816161
363	0.2901188415
364	0.2899606191
365	0.289817408
366	0.2896730261
367	0.2895261904
368	0.2893642635
369	0.2892108623
370	0.2890504742
371	0.2889076418
372	0.2887454049
373	0.2885867383
374	0.2884280636
375	0.2882902912
376	0.288139918
377	0.2879854411
378	0.2878254485
379	0.2876778232
380	0.2875446234
381	0.2873963571
382	0.2872442986
383	0.2871022671
384	0.2869736966
385	0.2868345887
386	0.2866764396
387	0.2865281795
388	0.2863968642
389	0.2862596121
390	0.2861178439
391	0.2860080344
392	0.2858537587
393	0.285707222
394	0.2855876517
395	0.2854633944
396	0.285329749
397	0.2851818171
398	0.2850467748
399	0.2849244078
400	0.2847784379
401	0.2846325379
402	0.2844829889
403	0.2843727135
404	0.2842217177
405	0.2840704318
406	0.2839571678
407	0.2838249775
408	0.2837062386
409	0.2835902155
410	0.2834528013
411	0.2833164592
412	0.2832076179
413	0.2830812498
414	0.2829447195
415	0.2828117173
416	0.2826798209
417	0.2825610142
418	0.2824108872
419	0.282292722
420	0.2821557455
421	0.2820302442
422	0.2819007489
423	0.2817765636
424	0.2816577323
425	0.2815041019
426	0.2813876574
427	0.2812723893
428	0.2811819117
429	0.2810720157
430	0.2809618671
431	0.280829453
432	0.2806948485
433	0.2805707332
434	0.2804464135
435	0.2803311819
436	0.2801946124
437	0.2800790693
438	0.2799632772
439	0.2798503871
440	0.2797231885
441	0.2796139956
442	0.2795006223
443	0.2793955301
444	0.2792664876
445	0.279184519
446	0.2790590026
447	0.2789361893
448	0.2788109146
449	0.2786907365
450	0.2785925333
451	0.2784832448
452	0.2783558079
453	0.2782383147
454	0.2781131686
455	0.2779954897
456	0.277873811
457	0.2777597729
458	0.2776604626
459	0.2775379959
460	0.2774297685
461	0.2773297255
462	0.2772104815
463	0.2771218109
464	0.27701486
465	0.2769001661
466	0.2767850274
467	0.2766657903
468	0.2765669318
469	0.2764575862
470	0.2763503569
471	0.2762506935
472	0.2761466385
473	0.2760344879
474	0.2759203647
475	0.2758200321
476	0.275714356
477	0.2756108663
478	0.2754982281
479	0.2753822912
480	0.2752906102
481	0.2751928789
482	0.2750888839
483	0.2749696219
484	0.2748573126
485	0.2747407643
486	0.274635021
487	0.2745344192
488	0.2744434907
489	0.2743206207
490	0.2742244063
491	0.2741183172
492	0.2740133643
493	0.2738978876
494	0.2737876257
495	0.2736864095
496	0.2735695213
497	0.2734748506
498	0.2733855485
499	0.2732751614
500	0.2731643543
501	0.273066174
502	0.2729716366
503	0.2728726346
504	0.2727640465
505	0.2726841701
506	0.2725841015
507	0.2724964864
508	0.2723901479
509	0.2722868762
510	0.2721734066
511	0.2720678808
512	0.2719822836
513	0.2718860915
514	0.2717961446
515	0.2716917942
516	0.271597935
517	0.2714950753
518	0.2713896576
519	0.2712987903
520	0.2711969343
521	0.271105718
522	0.2710103956
523	0.2709138613
524	0.2708336596
525	0.2707337111
526	0.2706290196
527	0.270534028
528	0.2704332049
529	0.2703182454
530	0.2702210876
531	0.2701172145
532	0.2700217609
533	0.2699300473
534	0.2698558021
535	0.2697766756
536	0.2696844609
537	0.269596687
538	0.2694917664
539	0.2693994866
540	0.2692920876
541	0.2691939075
542	0.2690889885
543	0.2689913319
544	0.2688920499
545	0.2688120137
546	0.2687161564
547	0.2686172058
548	0.2685289739
549	0.2684460072
550	0.2683567507
551	0.2682688782
552	0.2681650417
553	0.2680857636
554	0.2679826211
555	0.2678952226
556	0.2678123397
557	0.2677167592
558	0.2676343444
559	0.2675648184
560	0.2674685062
561	0.2673689899
562	0.2672721797
563	0.2671848578
564	0.2670982546
565	0.2670158765
566	0.2669392375
567	0.2668443616
568	0.2667621753
569	0.2666861765
570	0.2665957496
571	0.2665123522
572	0.2664271591
573	0.2663445789
574	0.2662559272
575	0.2661722367
576	0.2660719736
577	0.265980644
578	0.2659070307
579	0.2658177028
580	0.2657283255
581	0.2656480509
582	0.2655579241
583	0.2654728292
584	0.2653873149
585	0.2652867412
586	0.2652169865
587	0.265132013
588	0.265039349
589	0.2649571707
590	0.2648608846
591	0.2647747939
592	0.2647010668
593	0.2646206954
594	0.2645410961
595	0.2644545124
596	0.2643640604
597	0.2642908991
598	0.26420796
599	0.2641335006
600	0.26405369
601	0.2639666737
602	0.2638837473
603	0.2638066671
604	0.2637258201
605	0.2636429311
606	0.2635540775
607	0.2634674915
608	0.2633842916
609	0.2633123769
610	0.2632421217
611	0.2631768302
612	0.2630924529
613	0.263007
614	0.2629294493
615	0.262846913
616	0.2627697517
617	0.2626859627
618	0.2625980558
619	0.2624957106
620	0.2624177053
621	0.2623470049
622	0.2622633069
623	0.262188316
624	0.2621045919
625	0.2620359981
626	0.261960696
627	0.2618881648
628	0.261804637
629	0.2617352735
630	0.2616669957
631	0.2615912935
632	0.2615274126
633	0.2614421835
634	0.2613779986
635	0.2612978257
636	0.2612211245
637	0.2611552254
638	0.2610707364
639	0.2609985429
640	0.260913979
641	0.2608147412
642	0.2607412594
643	0.2606592186
644	0.2605905237
645	0.2605188727
646	0.2604563691
647	0.2603844714
648	0.2603162229
649	0.2602415377
650	0.2601744828
651	0.2600853034
652	0.2600058142
653	0.2599221029
654	0.2598589126
655	0.2597771356
656	0.2597020834
657	0.259630491
658	0.2595623745
659	0.2594968701
660	0.2594196894
661	0.2593471382
662	0.2592624344
663	0.2591926319
664	0.2591184675
665	0.2590451668
666	0.2589806688
667	0.2589102809
668	0.258842948
669	0.2587661194
670	0.2586975414
671	0.2586301741
672	0.2585547112
673	0.2584808947
674	0.2584022481
675	0.2583416369
676	0.2582792305
677	0.2582038924
678	0.2581300195
679	0.2580538687
680	0.2579821416
681	0.2579097613
682	0.2578286824
683	0.2577572606
684	0.2576820453
685	0.2576177261
686	0.2575545876
687	0.2574840443
688	0.2574129336
689	0.2573409039
690	0.2572789639
691	0.2572176449
692	0.2571533433
693	0.2570933663
694	0.2570233507
695	0.256950513
696	0.2568925036
697	0.2568210652
698	0.2567540835
699	0.2566763616
700	0.2565949584
701	0.2565139554
702	0.2564559635
703	0.2563966667
704	0.2563315523
705	0.2562720317
706	0.2562070536
707	0.2561427414
708	0.2560737743
709	0.2559979386
710	0.2559303934
711	0.2558656445
712	0.2557907062
713	0.2557252705
714	0.2556530183
715	0.255582488
716	0.2555078111
717	0.255446898
718	0.2553765022
719	0.2553154913
720	0.2552507444
721	0.2551854554
722	0.2551263806
723	0.2550684022
724	0.2550056989
725	0.2549422688
726	0.254880318
727	0.2548121006
728	0.2547482905
729	0.254687231
730	0.2546217692
731	0.2545617262
732	0.2544921236
733	0.25443158
734	0.2543830268
735	0.2543200593
736	0.2542654101
737	0.2541975753
738	0.2541309334
739	0.254061445
740	0.2539843995
741	0.2539205788
742	0.2538648786
743	0.2537970969
744	0.2537372644
745	0.2536785752
746	0.2536150275
747	0.2535618905
748	0.2535105319
749	0.2534494059
750	0.2533893582
751	0.2533409234
752	0.2532821247
753	0.2532233561
754	0.2531435396
755	0.2530789456
756	0.2530195784
757	0.2529429735
758	0.2528737213
759	0.2528219702
760	0.2527530476
761	0.2526855532
762	0.252625104
763	0.2525611597
764	0.2525066702
765	0.2524508754
766	0.2523903695
767	0.2523230468
768	0.2522580836
769	0.2521968638
770	0.2521413612
771	0.252071897
772	0.2520168169
773	0.2519532886
774	0.251881457
775	0.2518274383
776	0.2517683044
777	0.2517047438
778	0.2516455698
779	0.2515794873
780	0.2515116828
781	0.2514501966
782	0.2513903525
783	0.2513371186
784	0.2512753513
785	0.2512149102
786	0.2511490065
787	0.2510884003
788	0.2510258571
789	0.2509745652
790	0.2509261127
791	0.2508698309
792	0.2508055625
793	0.2507491107
794	0.2506980084
795	0.2506445309
796	0.2505789975
797	0.2505351613
798	0.2504838967
799	0.2504167766
800	0.2503580966
801	0.250302199
802	0.2502393438
803	0.2501738248
804	0.2501309811
805	0.2500705776
806	0.2500064837
807	0.2499508952
808	0.2498961536
809	0.2498396009
810	0.2497822371
811	0.2497245472
812	0.2496611275
813	0.2495996703
814	0.2495455539
815	0.2494855342
816	0.249432348
817	0.249378712
818	0.2493212517
819	0.2492661139
820	0.2492122226
821	0.2491628211
822	0.2491086918
823	0.2490452783
824	0.2489851185
825	0.2489302193
826	0.2488820349
827	0.2488194233
828	0.2487665668
829	0.2487137715
830	0.2486620128
831	0.2486019279
832	0.2485587472
833	0.248505332
834	0.2484503552
835	0.2484014724
836	0.2483523035
837	0.2483099379
838	0.2482528122
839	0.2481885788
840	0.2481243967
841	0.2480769755
842	0.2480282751
843	0.2479782305
844	0.2479324102
845	0.2478688367
846	0.2478104952
847	0.2477626911
848	0.2477127562
849	0.2476556756
850	0.247610644
851	0.2475536659
852	0.2475035274
853	0.2474453611
854	0.2474001806
855	0.247344867
856	0.2472869951
857	0.2472391473
858	0.2471901204
859	0.2471376208
860	0.2470789293
861	0.2470077995
862	0.2469527566
863	0.2469010254
864	0.2468455993
865	0.2467910626
866	0.246735334
867	0.2466835477
868	0.2466404467
869	0.2465942543
870	0.2465435176
871	0.2464874256
872	0.2464294202
873	0.246379311
874	0.2463311565
875	0.2462739024
876	0.2462249041
877	0.2461568929
878	0.2461071023
879	0.2460451982
880	0.2459929618
881	0.2459440214
882	0.2458903779
883	0.245819199
884	0.2457754913
885	0.2457208361
886	0.2456716098
887	0.2456238863
888	0.2455803244
889	0.2455257705
890	0.2454690558
891	0.2454191155
892	0.2453832108
893	0.2453343224
894	0.2452761625
895	0.2452208393
896	0.2451807205
897	0.2451362704
898	0.2450882185
899	0.2450365743
900	0.2449898421
901	0.2449426187
902	0.2449014481
903	0.2448477847
904	0.2447935385
905	0.2447410971
906	0.2447063716
907	0.2446517199
908	0.2446091136
909	0.2445549231
910	0.2445064307
911	0.244456033
912	0.2444089176
913	0.2443563726
914	0.244304927
915	0.2442566298
916	0.2442072211
917	0.2441518116
918	0.2441018599
919	0.2440614688
920	0.2440142953
921	0.2439664134
922	0.2439149781
923	0.2438668806
924	0.2438138878
925	0.2437607884
926	0.2437063196
927	0.2436591886
928	0.2436137075
929	0.2435722579
930	0.2435286629
931	0.2434801471
932	0.2434322868
933	0.2433811051
934	0.2433352517
935	0.2432926521
936	0.2432444766
937	0.2431954578
938	0.2431420128
939	0.2430910424
940	0.2430478788
941	0.2429902224
942	0.2429526707
943	0.2429072417
944	0.2428643564
945	0.2428249951
946	0.2427851218
947	0.2427430034
948	0.2426979134
949	0.2426465286
950	0.2426011104
951	0.2425346817
952	0.2424940448
953	0.2424499028
954	0.2424039305
955	0.2423576812
956	0.2423069878
957	0.2422466788
958	0.2422064776
959	0.2421564639
960	0.2421072944
961	0.2420638435
962	0.2420207781
963	0.2419646509
964	0.2419188024
965	0.2418724219
966	0.241816024
967	0.2417731436
968	0.2417241462
969	0.2416849044
970	0.2416395608
971	0.2415898906
972	0.2415457541
973	0.2415045606
974	0.241462707
975	0.2414124855
976	0.2413563511
977	0.2413029595
978	0.2412448233
979	0.2412016236
980	0.2411584051
981	0.2411054903
982	0.2410577226
983	0.2410204028
984	0.2409689218
985	0.2409302302
986	0.2408816014
987	0.2408332473
988	0.2407897937
989	0.2407494031
990	0.240696612
991	0.2406455606
992	0.2405976916
993	0.240542654
994	0.2404964504
995	0.2404524998
996	0.2404030223
997	0.2403559775
998	0.2403082731
999	0.2402599498
1000	0.240221969
1001	0.2401633123
1002	0.2401199202
1003	0.2400810428
1004	0.2400439272
1005	0.2399913013
1006	0.2399505446
1007	0.2398996796
1008	0.2398508889
1009	0.2398151701
1010	0.2397644442
1011	0.2397221095
1012	0.2396773588
1013	0.2396306046
1014	0.2395765304
1015	0.2395349594
1016	0.23948808
1017	0.2394460532
1018	0.2394034126
1019	0.2393556541
1020	0.2393170266
1021	0.2392707856
1022	0.2392332127
1023	0.2391896623
1024	0.2391389002
1025	0.2390983288
1026	0.2390637443
1027	0.2390236503
1028	0.238984141
1029	0.2389354884
1030	0.238896125
1031	0.238851392
1032	0.238809222
1033	0.2387670689
1034	0.238728708
1035	0.2386804276
1036	0.2386409245
1037	0.2385873491
1038	0.2385426067
1039	0.2384883828
1040	0.238443302
1041	0.2384033033
1042	0.2383620392
1043	0.2383121375
1044	0.2382721589
1045	0.2382313988
1046	0.2381820144
1047	0.2381349156
1048	0.238089923
1049	0.2380334026
1050	0.2379876318
1051	0.2379389251
1052	0.237885252
1053	0.2378410788
1054	0.2378047658
1055	0.2377698128
1056	0.2377223785
1057	0.2376818541
1058	0.2376411318
1059	0.2376045776
1060	0.2375472033
1061	0.2375047233
1062	0.2374635022
1063	0.2374248445
1064	0.2373792574
1065	0.2373367705
1066	0.2372969341
1067	0.2372514459
1068	0.237214447
1069	0.2371674218
1070	0.2371359706
1071	0.237089516
1072	0.2370468587
1073	0.2370135397
1074	0.2369759193
1075	0.2369329276
1076	0.2368884094
1077	0.2368539687
1078	0.2368104231
1079	0.2367687563
1080	0.2367277821
1081	0.2366815613
1082	0.2366444014
1083	0.2366087377
1084	0.2365751096
1085	0.2365336555
1086	0.2365021454
1087	0.2364598565
1088	0.2364326675
1089	0.2363865084
1090	0.2363426548
1091	0.236300172
1092	0.2362589204
1093	0.2362156569
1094	0.2361800718
1095	0.2361395775
1096	0.2360928854
1097	0.2360536592
1098	0.2360151832
1099	0.2359651037
1100	0.2359255276
1101	0.235892986
1102	0.2358547741
1103	0.2358199635
1104	0.2357813749
1105	0.2357446495
1106	0.2357102062
1107	0.2356672747
1108	0.235630937
1109	0.2355897322
1110	0.2355592646
1111	0.235511504
1112	0.2354688429
1113	0.2354340021
1114	0.2353873437
1115	0.2353359917
1116	0.2352965362
1117	0.2352564992
1118	0.2352223668
1119	0.2351766358
1120	0.2351335877
1121	0.2350913982
1122	0.2350461165
1123	0.2350027907
1124	0.2349574974
1125	0.2349210375
1126	0.2348879182
1127	0.2348400855
1128	0.2347952673
1129	0.2347532943
1130	0.2347131734
1131	0.2346690628
1132	0.2346262389
1133	0.2345880195
1134	0.2345460994
1135	0.2345077352
1136	0.2344702431
1137	0.2344417554
1138	0.2344106124
1139	0.2343780742
1140	0.2343399811
1141	0.2343041809
1142	0.2342594554
1143	0.2342158457
1144	0.2341804919
1145	0.2341484278
1146	0.2341112046
1147	0.2340724431
1148	0.2340390229
1149	0.2340163158
1150	0.2339778222
1151	0.2339406608
1152	0.2339038566
1153	0.2338594288
1154	0.2338271576
1155	0.2337917767
1156	0.2337559524
1157	0.233711811
1158	0.2336731678
1159	0.2336398527
1160	0.2336059201
1161	0.2335571702
1162	0.2335225116
1163	0.2334777017
1164	0.2334471681
1165	0.2334041476
1166	0.2333718508
1167	0.2333332403
1168	0.2332933604
1169	0.2332559233
1170	0.2332195583
1171	0.2331796339
1172	0.2331394698
1173	0.2331069113
1174	0.2330699555
1175	0.2330314557
1176	0.2329857138
1177	0.2329495526
1178	0.2329145006
1179	0.2328683825
1180	0.2328349646
1181	0.2328002054
1182	0.2327645289
1183	0.2327275786
1184	0.2326955172
1185	0.2326540927
1186	0.2326166544
1187	0.2325784497
1188	0.2325363696
1189	0.2324998754
1190	0.2324582997
1191	0.2324181703
1192	0.2323802635
1193	0.2323376124
1194	0.2322936805
1195	0.2322545645
1196	0.2322193122
1197	0.2321816951
1198	0.2321467841
1199	0.2321120234
1200	0.2320698778
1201	0.2320379609
1202	0.2320014455
1203	0.2319681549
1204	0.2319330103
1205	0.2319038237
1206	0.2318692651
1207	0.2318301471
1208	0.2317967302
1209	0.2317701092
1210	0.2317356892
1211	0.2316974047
1212	0.2316611954
1213	0.2316365002
1214	0.2316075842
1215	0.2315761997
1216	0.2315329582
1217	0.2315042789
1218	0.231472485
1219	0.2314386762
1220	0.2314003613
1221	0.2313679537
1222	0.2313362224
1223	0.2313050561
1224	0.2312619436
1225	0.2312316528
1226	0.2311886027
1227	0.2311555956
1228	0.2311168769
1229	0.2310825856
1230	0.2310463063
1231	0.2310118579
1232	0.2309745177
1233	0.2309436674
1234	0.2309067198
1235	0.230880224
1236	0.2308461538
1237	0.2308166177
1238	0.2307804639
1239	0.2307470119
1240	0.2307183764
1241	0.2306876993
1242	0.2306520606
1243	0.2306233647
1244	0.2305856733
1245	0.2305488522
1246	0.2305195703
1247	0.2304898887
1248	0.2304602552
1249	0.230424095
1250	0.2303940387
1251	0.2303651646
1252	0.2303323494
1253	0.230296642
1254	0.2302590163
1255	0.2302251746
1256	0.2301881857
1257	0.2301542852
1258	0.2301149315
1259	0.2300759339
1260	0.2300440582
1261	0.2300024439
1262	0.2299684583
1263	0.2299317939
1264	0.2298996147
1265	0.2298701837
1266	0.2298360908
1267	0.22980655
1268	0.2297712568
1269	0.229733634
1270	0.2297027724
1271	0.2296668794
1272	0.2296346401
1273	0.229612619
1274	0.2295813338
1275	0.2295453835
1276	0.2295145729
1277	0.229479786
1278	0.2294465307
1279	0.229402325
1280	0.2293666881
1281	0.2293273728
1282	0.2292952984
1283	0.229258888
1284	0.2292217226
1285	0.2291901358
1286	0.2291579663
1287	0.2291281091
1288	0.2290928481
1289	0.2290637353
1290	0.2290258272
1291	0.2289832817
1292	0.2289512032
1293	0.2289215217
1294	0.2288930617
1295	0.2288664137
1296	0.2288304885
1297	0.2287967346
1298	0.228760063
1299	0.2287234684
1300	0.2286913201
1301	0.2286541809
1302	0.2286161191
1303	0.2285815432
1304	0.2285517165
1305	0.2285190485
1306	0.2284899847
1307	0.2284611788
1308	0.2284208526
1309	0.2283882902
1310	0.2283570715
1311	0.2283301556
1312	0.2282903457
1313	0.2282559414
1314	0.228216866
1315	0.2281881849
1316	0.2281493435
1317	0.2281196403
1318	0.2280824726
1319	0.2280586301
1320	0.2280238242
1321	0.227992267
1322	0.2279586763
1323	0.2279277481
1324	0.2278895081
1325	0.2278604507
1326	0.2278303932
1327	0.2278022704
1328	0.2277740204
1329	0.2277358695
1330	0.2277057818
1331	0.227677358
1332	0.2276411467
1333	0.227607404
1334	0.2275738697
1335	0.2275453951
1336	0.2275124996
1337	0.2274825597
1338	0.2274591318
1339	0.227421415
1340	0.2273882628
1341	0.2273587853
1342	0.2273204012
1343	0.2272901325
1344	0.2272526988
1345	0.2272229205
1346	0.2271938705
1347	0.2271631278
1348	0.2271256649
1349	0.2270923504
1350	0.2270549741
1351	0.227023518
1352	0.2269947534
1353	0.2269621772
1354	0.2269383943
1355	0.2269050092
1356	0.2268733792
1357	0.2268405025
1358	0.2268090766
1359	0.2267826983
1360	0.2267606032
1361	0.2267299816
1362	0.2266997895
1363	0.2266611776
1364	0.2266335426
1365	0.2265967622
1366	0.2265617728
1367	0.2265343464
1368	0.2264985128
1369	0.2264683797
1370	0.2264386558
1371	0.2264095532
1372	0.2263755718
1373	0.2263437873
1374	0.2263133659
1375	0.2262836852
1376	0.2262562645
1377	0.2262316974
1378	0.2262025604
1379	0.2261705361
1380	0.2261346381
1381	0.2261069579
1382	0.2260723233
1383	0.2260467842
1384	0.2260104318
1385	0.2259816586
1386	0.2259536895
1387	0.2259310222
1388	0.2258968862
1389	0.2258658457
1390	0.2258287754
1391	0.2258014538
1392	0.2257674779
1393	0.2257401717
1394	0.2257161695
1395	0.2256869735
1396	0.2256626435
1397	0.2256338174
1398	0.2256100171
1399	0.2255737851
1400	0.2255488889
1401	0.2255184114
1402	0.225489087
1403	0.225460482
1404	0.225433096
1405	0.2254027784
1406	0.2253749713
1407	0.2253460946
1408	0.2253164994
1409	0.2252915487
1410	0.2252574853
1411	0.2252156105
1412	0.2251921722
1413	0.2251648472
1414	0.2251359025
1415	0.2251054072
1416	0.2250691585
1417	0.225038727
1418	0.225007916
1419	0.2249777082
1420	0.2249518654
1421	0.2249207657
1422	0.2248949143
1423	0.2248663318
1424	0.2248427415
1425	0.224817403
1426	0.2247785442
1427	0.2247478292
1428	0.2247211319
1429	0.2246947842
1430	0.22466195
1431	0.2246288692
1432	0.224607358
1433	0.2245839194
1434	0.2245514946
1435	0.2245200612
1436	0.2245020836
1437	0.2244720815
1438	0.224437195
1439	0.2244123817
1440	0.2243812268
1441	0.2243547043
1442	0.2243317969
1443	0.2243035514
1444	0.224277767
1445	0.2242461596
1446	0.2242241766
1447	0.224195103
1448	0.2241685666
1449	0.2241390502
1450	0.2241038468
1451	0.2240735327
1452	0.2240448444
1453	0.2240175512
1454	0.2239888384
1455	0.2239588835
1456	0.2239271861
1457	0.2238981146
1458	0.2238678943
1459	0.2238401236
1460	0.2238127934
1461	0.2237823711
1462	0.2237560794
1463	0.2237231755
1464	0.2236958435
1465	0.2236700084
1466	0.2236406718
1467	0.223607183
1468	0.2235808298
1469	0.2235519297
1470	0.2235269247
1471	0.2234985902
1472	0.2234671748
1473	0.2234397757
1474	0.2234138269
1475	0.2233811724
1476	0.2233558266
1477	0.2233297493
1478	0.223298821
1479	0.2232625216
1480	0.2232398991
1481	0.2232167845
1482	0.2231850092
1483	0.2231559839
1484	0.2231276407
1485	0.2230986505
1486	0.2230645672
1487	0.2230370305
1488	0.2230029751
1489	0.2229746295
1490	0.2229465542
1491	0.2229193449
1492	0.2228910448
1493	0.2228677558
1494	0.2228379383
1495	0.2228144809
1496	0.2227884461
1497	0.222760573
1498	0.2227262981
1499	0.2227029774
1500	0.2226743264
1501	0.2226476143
1502	0.222624213
1503	0.2225955138
1504	0.2225746698
1505	0.2225536632
1506	0.2225271713
1507	0.2224969353
1508	0.2224702247
1509	0.2224403067
1510	0.2224152367
1511	0.2223870367
